,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level_real,risk_level_lbpr,risk_level_lbsp,risk_level_mlp,risk_level_ran,risk_level_gbc,voting
13586,0.1666666666666669,0.8372093023255813,0.7004305461137549,0.6192660550458716,0.1041388518024031,0.4193548387096775,0.2520080321285141,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.0118110236220472,1.0,0.0588235294117647,4,4,4,4,4,4,4.0
1501,0.1666666666666669,0.5348837209302325,0.5612961704056197,0.5596330275229358,0.2202937249666222,0.032258064516129,0.180722891566265,0.1129032258064516,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0078740157480314,1.0,0.0,1,1,1,1,1,1,1.0
2741,0.3333333333333335,0.3488372093023256,0.3725356900067981,0.5886850152905199,0.2670226969292389,0.5483870967741935,0.2640562248995984,0.1935483870967741,0.0333333333333333,0.9999999999999998,0.0541666666666666,0.4133858267716535,0.25,0.4705882352941176,2,2,1,2,2,2,2.0
17102,0.3333333333333335,0.3333333333333333,0.4570586902334013,0.761467889908257,0.5554072096128171,0.4193548387096775,0.9216867469879516,0.7741935483870966,0.0666666666666666,0.3720930232558138,1.0,0.3307086614173228,0.5,0.1176470588235294,3,2,3,3,3,3,3.0
22811,1.0,0.5736434108527132,0.486743711760707,0.5122324159021407,0.0734312416555407,0.4193548387096775,0.2208835341365461,0.3870967741935484,0.4333333333333333,0.3720930232558138,0.0,0.1141732283464566,0.75,0.1764705882352941,2,2,2,2,2,2,2.0
14579,0.1666666666666669,0.3100775193798449,0.3439836845683209,0.6330275229357799,0.0520694259012016,0.5161290322580645,0.2248995983935743,0.6129032258064516,0.4333333333333333,0.0,0.3333333333333333,0.0551181102362204,0.25,0.0,2,2,2,2,2,2,2.0
15406,0.3333333333333335,0.4806201550387596,0.5141627011103558,0.6345565749235474,0.1775700934579439,0.5161290322580645,0.7640562248995983,0.7741935483870966,0.0666666666666666,0.3720930232558138,1.0,0.1535433070866141,0.25,0.0588235294117647,3,3,3,3,3,3,3.0
13601,0.1666666666666669,0.8062015503875969,0.6639474280534784,0.5519877675840978,0.0987983978638184,0.4193548387096775,0.2439759036144578,0.8548387096774194,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,0.5,0.1176470588235294,4,4,4,4,4,4,4.0
23158,1.0,0.9069767441860463,0.7595739859506005,0.5779816513761469,0.1041388518024031,0.4838709677419355,0.2439759036144578,0.4032258064516129,0.0666666666666666,0.3720930232558138,0.0,0.1574803149606299,1.0,0.0588235294117647,3,1,2,2,2,3,2.0
14832,0.1666666666666669,0.4031007751937984,0.4151370949467483,0.7155963302752294,0.0627503337783711,0.4516129032258065,0.2088353413654618,0.7258064516129031,0.4333333333333333,0.0,0.0,0.4133858267716535,0.25,0.2352941176470588,3,4,4,3,3,3,3.0
14399,0.1666666666666669,0.627906976744186,0.6775436211194199,0.7370030581039756,0.2149532710280373,0.5161290322580645,0.2520080321285141,0.7741935483870966,0.4333333333333333,0.0,0.3333333333333333,0.0039370078740157,1.0,0.0,2,3,3,3,4,4,3.0
6077,0.0,0.5503875968992248,0.5875821436664401,0.5688073394495413,0.2256341789052069,0.3225806451612905,0.1927710843373493,0.2903225806451613,0.0666666666666666,0.9999999999999998,0.0,0.0196850393700787,0.5,0.1176470588235294,1,1,1,1,1,1,1.0
14856,0.1666666666666669,0.3798449612403101,0.5390890550645819,0.7400611620795108,0.1468624833110814,0.5161290322580645,0.6576305220883534,0.5806451612903226,0.4333333333333333,0.0,0.0,0.7322834645669292,0.25,0.5882352941176471,3,3,3,3,3,3,3.0
20400,0.8333333333333335,0.4651162790697674,0.5098572399728076,0.4311926605504587,0.0734312416555407,0.4193548387096775,0.216867469879518,0.4999999999999999,0.0666666666666666,0.2480620155038759,0.0,0.3228346456692913,1.0,0.1764705882352941,2,1,1,2,2,2,2.0
14447,0.1666666666666669,0.8217054263565892,0.6934058463630184,0.6743119266055047,0.7436582109479304,0.5161290322580645,0.9136546184738956,0.6774193548387096,0.4333333333333333,0.0,0.3333333333333333,0.0984251968503936,0.75,0.0,4,4,4,4,4,4,4.0
18179,0.3333333333333335,0.0,0.1488783140720598,0.6529051987767585,0.0307076101468624,0.5161290322580645,0.28714859437751,0.4354838709677419,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0472440944881889,0.5,0.1176470588235294,2,1,2,2,2,2,2.0
13609,0.1666666666666669,0.7674418604651163,0.6419669159302063,0.6223241590214068,0.0934579439252336,0.4193548387096775,0.2439759036144578,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.0314960629921259,1.0,0.0,3,3,3,3,3,3,3.0
13637,0.1666666666666669,0.7596899224806202,0.6397008837525493,0.6529051987767585,0.0987983978638184,0.4193548387096775,0.2680722891566265,0.6612903225806451,0.4333333333333333,0.0,0.3333333333333333,0.0708661417322834,0.75,0.0,3,3,3,3,3,3,3.0
12862,0.1666666666666669,0.7131782945736433,0.5973260820303649,0.6529051987767585,1.0,0.5161290322580645,0.9176706827309238,0.7258064516129031,0.4333333333333333,0.0,0.0,0.0157480314960629,0.5,0.0,3,3,3,3,3,3,3.0
21488,0.8333333333333335,0.6511627906976745,0.6807160661681396,0.7232415902140673,0.1361815754339119,0.5161290322580645,0.393574297188755,0.3870967741935484,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.1299212598425196,0.5,0.0588235294117647,3,2,2,2,2,3,2.0
16062,0.3333333333333335,0.0542635658914728,0.2261500113301608,0.6681957186544343,0.041388518024032,0.6774193548387095,0.2761044176706827,0.7258064516129031,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.1653543307086614,0.0,0.0588235294117647,3,3,3,3,3,3,3.0
13373,0.1666666666666669,0.5736434108527132,0.6097892590074779,0.5948012232415902,0.0787716955941255,0.5161290322580645,0.2008032128514056,0.9838709677419354,0.4333333333333333,0.0,0.3333333333333333,0.0551181102362204,0.5,0.1764705882352941,4,4,4,4,4,2,4.0
7071,0.0,0.0,0.2034896895535916,0.6529051987767585,0.157543391188251,0.7741935483870965,0.2479919678714859,0.2903225806451613,0.0,0.9999999999999998,0.0,0.5196850393700787,0.5,0.5882352941176471,2,2,2,2,2,1,2.0
13738,0.1666666666666669,0.3100775193798449,0.4405166553365058,0.7584097859327218,0.089452603471295,0.5483870967741935,0.3423694779116466,0.8548387096774194,0.4333333333333333,0.0,0.3333333333333333,0.405511811023622,1.0,0.3529411764705882,4,4,4,4,4,4,4.0
5403,0.3333333333333335,0.751937984496124,0.6358486290505325,0.4663608562691131,0.2296395193591455,0.5483870967741935,0.2640562248995984,0.2096774193548386,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0590551181102362,1.0,0.0,1,1,1,1,1,1,1.0
13326,0.1666666666666669,0.4961240310077519,0.421935191479719,0.672782874617737,0.2563417890520694,0.4193548387096775,0.8192771084337349,0.7419354838709676,0.4333333333333333,0.0,0.0,0.7283464566929134,0.25,0.5882352941176471,4,3,3,3,4,4,3.0
7013,0.0,0.0,0.2050759120779515,0.6529051987767585,0.1615487316421895,0.6774193548387095,0.2640562248995984,0.2903225806451613,0.0,0.9999999999999998,0.0,0.1338582677165354,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
12536,0.1666666666666669,0.5891472868217054,0.6245184681622479,0.7003058103975536,0.1468624833110814,0.5161290322580645,0.4056224899598393,0.7903225806451614,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2,3,2,3,3,3,3.0
13864,0.1666666666666669,0.5813953488372093,0.6220258327668253,0.6529051987767585,0.6755674232309745,0.5161290322580645,0.8975903614457832,0.8225806451612904,0.4333333333333333,0.0,0.3333333333333333,0.0078740157480314,0.5,0.0,3,3,3,3,3,3,3.0
5094,0.3333333333333335,0.7209302325581395,0.6043507817811014,0.6529051987767585,0.9532710280373832,0.5483870967741935,0.2640562248995984,0.1935483870967741,0.0333333333333333,0.9999999999999998,0.0541666666666666,0.1299212598425196,0.5,0.0588235294117647,2,1,1,2,1,1,1.0
4379,0.3333333333333335,0.0,0.2071153410378427,0.6100917431192661,0.1615487316421895,0.5483870967741935,0.2640562248995984,0.1290322580645161,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0866141732283464,0.75,0.0588235294117647,2,2,2,2,2,2,2.0
13813,0.1666666666666669,0.4341085271317829,0.3791071833220031,0.5535168195718655,0.0574098798397864,0.4516129032258065,0.2248995983935743,0.7096774193548386,0.4333333333333333,0.0,0.3333333333333333,0.326771653543307,1.0,0.5294117647058824,3,3,3,3,3,3,3.0
13480,0.1666666666666669,0.6744186046511628,0.5687740765918876,0.6269113149847095,0.7329773030707609,0.5161290322580645,0.9016064257028112,0.9193548387096774,0.4333333333333333,0.0,0.3333333333333333,0.0354330708661417,1.0,0.0588235294117647,3,3,3,3,3,3,3.0
15653,0.3333333333333335,0.6666666666666666,0.7072286426467256,0.6773700305810398,0.1722296395193591,0.4838709677419355,0.9176706827309238,0.7419354838709676,0.0666666666666666,0.3720930232558138,1.0,0.1141732283464566,1.0,0.0,3,2,2,2,3,3,2.0
12434,0.1666666666666669,0.0,0.1527305687740766,0.6529051987767585,0.0253671562082777,0.4516129032258065,0.2359437751004016,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2,2,2,2,2,2,2.0
13331,0.1666666666666669,0.4728682170542636,0.4001812825742125,0.5886850152905199,0.0627503337783711,0.4516129032258065,0.2128514056224899,0.7258064516129031,0.4333333333333333,0.0,0.0,0.7322834645669292,0.25,0.5294117647058824,4,4,4,3,4,4,4.0
13459,0.1666666666666669,0.7054263565891473,0.5864491275776116,0.7339449541284404,0.6955941255006675,0.5161290322580645,0.8975903614457832,0.6774193548387096,0.4333333333333333,0.0,0.3333333333333333,0.1377952755905512,0.5,0.1176470588235294,4,4,4,4,3,2,4.0
13255,0.1666666666666669,0.6976744186046512,0.5862225243598459,0.5030581039755352,0.089452603471295,0.4193548387096775,0.2439759036144578,0.8225806451612904,0.4333333333333333,0.0,0.3333333333333333,0.0629921259842519,0.25,0.0,4,4,4,4,4,4,4.0
2363,0.1666666666666669,0.7054263565891473,0.590527985497394,0.6162079510703364,0.3711615487316421,0.5483870967741935,0.2640562248995984,0.1290322580645161,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0629921259842519,0.75,0.0,2,1,1,1,1,1,1.0
20311,0.8333333333333335,0.5813953488372093,0.4901427600271923,0.5948012232415902,0.57543391188251,0.5161290322580645,0.92570281124498,0.4677419354838709,1.0,0.3720930232558138,0.0,0.0236220472440944,0.25,0.0,2,2,2,1,1,2,2.0
4321,0.3333333333333335,0.0,0.2046227056424201,0.5045871559633028,0.1668891855807743,0.5483870967741935,0.2640562248995984,0.1935483870967741,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0866141732283464,0.75,0.0588235294117647,2,2,2,2,2,2,2.0
13248,0.1666666666666669,0.813953488372093,0.6832087015635622,0.6330275229357799,0.0987983978638184,0.4516129032258065,0.2520080321285141,0.9193548387096774,0.4333333333333333,0.0,0.3333333333333333,0.3425196850393701,0.5,0.0588235294117647,4,4,4,4,4,4,4.0
17656,0.3333333333333335,0.627906976744186,0.5261726716519375,0.6743119266055047,0.1829105473965287,0.3870967741935485,0.428714859437751,0.6451612903225806,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.2244094488188976,1.0,0.1176470588235294,2,2,2,2,2,2,2.0
13279,0.1666666666666669,0.627906976744186,0.5322909585316111,0.5137614678899083,0.0787716955941255,0.4193548387096775,0.216867469879518,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.0551181102362204,0.5,0.1764705882352941,4,4,4,4,4,4,4.0
2086,0.1666666666666669,0.4961240310077519,0.5230002266032178,0.6529051987767585,0.3137516688918558,0.5483870967741935,0.2640562248995984,0.1451612903225806,0.0333333333333333,0.9999999999999998,0.0124999999999999,0.0590551181102362,1.0,0.0588235294117647,1,1,1,1,1,1,1.0
9882,0.1666666666666669,0.3410852713178294,0.3578064808520281,0.6880733944954129,0.3244325767690253,0.6774193548387095,0.6265060240963856,0.1935483870967741,0.0,0.9999999999999998,0.0,0.0629921259842519,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
13140,0.1666666666666669,0.6976744186046512,0.5850895082710175,0.6743119266055047,0.0841121495327102,0.4193548387096775,0.2359437751004016,0.7903225806451614,0.4333333333333333,0.0,0.0,0.0196850393700787,1.0,0.0,2,2,3,3,3,2,3.0
12783,0.1666666666666669,0.6976744186046512,0.5791978246091095,0.6330275229357799,1.0,0.5161290322580645,0.92570281124498,0.7419354838709676,0.4333333333333333,0.0,0.0,0.2125984251968504,0.5,0.0588235294117647,3,3,3,3,3,3,3.0
17104,0.3333333333333335,0.4031007751937984,0.5585769317924315,0.8042813455657493,0.3351134846461949,0.4193548387096775,0.8815261044176707,0.7096774193548386,0.0666666666666666,0.3720930232558138,1.0,0.326771653543307,0.5,0.1176470588235294,2,2,3,3,2,2,2.0
18608,0.8333333333333335,0.6666666666666666,0.557443915703603,0.6529051987767585,1.0,0.5161290322580645,0.9367469879518072,0.4677419354838709,0.0666666666666666,0.1860465116279069,0.3999999999999999,0.0314960629921259,0.5,0.0,2,2,2,2,1,1,2.0
16549,0.3333333333333335,0.8372093023255813,0.6992975300249263,0.7140672782874619,0.7489986648865152,0.5161290322580645,0.9136546184738956,0.7258064516129031,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0157480314960629,0.5,0.0,3,3,3,3,3,3,3.0
15654,0.3333333333333335,0.6589147286821705,0.7020167686381147,0.5321100917431193,0.2256341789052069,0.4838709677419355,0.6576305220883534,0.7258064516129031,0.0666666666666666,0.3720930232558138,1.0,0.1141732283464566,1.0,0.1764705882352941,3,2,2,3,3,3,3.0
22298,1.0,0.813953488372093,0.6845683208701564,0.6253822629969419,0.837116154873164,0.4516129032258065,0.9056224899598394,0.3548387096774194,0.0666666666666666,0.3720930232558138,0.0,0.0196850393700787,0.75,0.0588235294117647,2,2,2,2,2,1,2.0
21303,0.8333333333333335,0.5658914728682171,0.4742805347835939,0.5397553516819572,0.0734312416555407,0.4193548387096775,0.2279116465863453,0.4516129032258064,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.1574803149606299,1.0,0.0,2,2,2,2,2,1,2.0
13681,0.1666666666666669,0.5736434108527132,0.6091094493541809,0.5886850152905199,0.4766355140186915,0.4838709677419355,0.677710843373494,0.7419354838709676,0.4333333333333333,0.0,0.3333333333333333,0.0039370078740157,0.75,0.0,2,4,4,3,3,3,3.0
15276,0.1666666666666669,0.6744186046511628,0.7158395649218219,0.6926605504587157,0.1829105473965287,0.5161290322580645,0.5040160642570282,0.5806451612903226,0.4333333333333333,0.0,0.0,0.2086614173228346,0.5,0.2941176470588235,4,4,4,4,4,4,4.0
5339,0.3333333333333335,0.6744186046511628,0.5717199184228416,0.6529051987767585,0.3711615487316421,0.5483870967741935,0.2640562248995984,0.1612903225806451,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0236220472440944,0.5,0.0588235294117647,2,1,1,2,1,2,1.0
5701,0.3333333333333335,0.0,0.0,0.6529051987767585,0.2256341789052069,0.5483870967741935,0.2640562248995984,0.032258064516129,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0354330708661417,0.5,0.0588235294117647,2,1,2,2,2,2,2.0
20031,0.8333333333333335,0.7596899224806202,0.6363018354860639,0.691131498470948,0.089452603471295,0.4193548387096775,0.2279116465863453,0.4677419354838709,1.0,0.3720930232558138,0.0,0.0196850393700787,0.25,0.0,2,2,2,2,2,2,2.0
13829,0.1666666666666669,0.4341085271317829,0.6072966236120553,0.798165137614679,0.6595460614152202,0.4193548387096775,0.9016064257028112,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.3228346456692913,1.0,0.5294117647058824,4,4,4,4,4,4,4.0
7330,0.0,0.1550387596899224,0.649444822116474,0.9388379204892968,0.9479305740987982,0.7419354838709675,0.7088353413654618,0.2419354838709676,0.0,0.9999999999999998,0.0,0.2244094488188976,0.5,0.1764705882352941,1,1,1,1,1,1,1.0
4530,0.3333333333333335,0.0,0.0,0.6529051987767585,0.2256341789052069,0.5483870967741935,0.2640562248995984,0.0806451612903226,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0787401574803149,1.0,0.0588235294117647,2,2,2,2,2,2,2.0
13533,0.1666666666666669,0.5891472868217054,0.6333559936551099,0.6253822629969419,0.90520694259012,0.5161290322580645,0.8975903614457832,0.8225806451612904,0.4333333333333333,0.0,0.3333333333333333,0.0236220472440944,0.0,0.0,3,3,3,3,3,3,3.0
11959,0.3333333333333335,0.0620155038759689,0.2048493088601858,0.4678899082568807,0.1615487316421895,0.4838709677419355,0.2761044176706827,0.2580645161290321,0.0333333333333333,0.9999999999999998,0.0,0.0787401574803149,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
7008,0.0,0.0,0.2041694992068887,0.6529051987767585,0.1615487316421895,0.6774193548387095,0.2640562248995984,0.2903225806451613,0.0,0.9999999999999998,0.0,0.1338582677165354,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
14756,0.1666666666666669,0.4186046511627906,0.3602991162474507,0.518348623853211,0.0574098798397864,0.4516129032258065,0.2208835341365461,0.6129032258064516,0.4333333333333333,0.0,0.3333333333333333,0.1338582677165354,0.25,0.0588235294117647,3,2,2,3,3,2,2.0
13484,0.1666666666666669,0.6589147286821705,0.5490595966462724,0.6116207951070337,1.0,0.5161290322580645,0.9327309236947792,0.935483870967742,0.4333333333333333,0.0,0.3333333333333333,0.0314960629921259,1.0,0.0588235294117647,3,3,3,3,3,3,3.0
20239,0.8333333333333335,0.6666666666666666,0.7058690233401315,0.706422018348624,0.1041388518024031,0.4193548387096775,0.2439759036144578,0.4354838709677419,0.4333333333333333,0.0,0.3666666666666667,0.0078740157480314,0.5,0.0,3,1,3,2,3,3,3.0
16025,0.3333333333333335,0.0620155038759689,0.2374801722184455,0.6345565749235474,0.0467289719626168,0.6451612903225805,0.2791164658634538,0.7903225806451614,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0590551181102362,0.0,0.0588235294117647,3,3,3,3,3,3,3.0
20153,0.8333333333333335,0.0542635658914728,0.2168592794017675,0.4434250764525994,0.041388518024032,0.5161290322580645,0.2359437751004016,0.4354838709677419,0.4333333333333333,0.0,0.3666666666666667,0.3779527559055118,0.0,0.5294117647058824,3,3,3,3,3,3,3.0
1440,0.1666666666666669,0.3178294573643411,0.4665760253795604,0.7721712538226301,0.2042723631508677,0.8387096774193545,0.1927710843373493,0.1129032258064516,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.3976377952755905,1.0,0.0,1,1,1,1,1,2,1.0
21558,0.8333333333333335,0.5891472868217054,0.621572626331294,0.7232415902140673,0.9893190921228304,0.5161290322580645,0.9136546184738956,0.4032258064516129,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.5236220472440944,1.0,0.5882352941176471,3,2,2,3,3,3,3.0
14067,0.1666666666666669,0.4496124031007752,0.6023113528212101,0.7584097859327218,0.4712950600801067,0.5161290322580645,0.9176706827309238,0.7258064516129031,0.4333333333333333,0.0,0.0,0.3779527559055118,0.0,0.1764705882352941,3,3,3,3,3,3,3.0
12347,0.1666666666666669,0.0,0.1504645365964196,0.6529051987767585,0.0253671562082777,0.6129032258064515,0.2359437751004016,0.7096774193548386,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,2,2,2,2,2,2,2.0
21525,0.8333333333333335,0.7984496124031008,0.6644006344890098,0.6819571865443426,0.7797062750333779,0.5161290322580645,0.9016064257028112,0.5161290322580646,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.1023622047244094,1.0,0.0588235294117647,2,1,2,2,2,2,2.0
13537,0.1666666666666669,0.5891472868217054,0.6247450713800136,0.6345565749235474,0.9946595460614152,0.5161290322580645,0.9136546184738956,0.8225806451612904,0.4333333333333333,0.0,0.3333333333333333,0.0196850393700787,0.5,0.0588235294117647,3,3,3,3,3,3,3.0
747,0.1666666666666669,0.6434108527131783,0.5406752775889417,0.6865443425076453,0.2149532710280373,0.5806451612903225,0.1887550200803213,0.0483870967741935,0.0666666666666666,0.3720930232558138,0.0,0.0196850393700787,0.75,0.0,1,1,1,1,1,2,1.0
13368,0.1666666666666669,0.6124031007751938,0.663494221617947,0.6697247706422019,0.2830440587449933,0.5161290322580645,0.9016064257028112,0.9838709677419354,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,0.75,0.1764705882352941,3,3,3,4,4,4,4.0
6878,0.0,0.1395348837209302,0.2420122365737593,0.3960244648318043,0.1775700934579439,0.7096774193548385,0.2640562248995984,0.2741935483870968,0.0,0.9999999999999998,0.0,0.1889763779527559,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
4860,0.3333333333333335,0.4806201550387596,0.513256288239293,0.6529051987767585,0.9532710280373832,0.5483870967741935,0.2640562248995984,0.1129032258064516,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.2401574803149606,0.0,0.1176470588235294,2,2,2,2,2,2,2.0
16313,0.3333333333333335,0.7131782945736433,0.6023113528212101,0.6376146788990826,0.089452603471295,0.4516129032258065,0.2479919678714859,0.5967741935483871,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0275590551181102,0.75,0.0,2,3,3,2,2,2,2.0
18773,0.8333333333333335,0.6589147286821705,0.5463403580330841,0.6529051987767585,0.5180240320427236,0.5161290322580645,0.5943775100401607,0.4999999999999999,0.0666666666666666,0.1860465116279069,0.3999999999999999,0.1732283464566929,1.0,0.0588235294117647,2,2,2,2,2,2,2.0
13419,0.1666666666666669,0.6356589147286822,0.6721051438930433,0.6941896024464832,0.130841121495327,0.5161290322580645,0.4769076305220883,0.7419354838709676,0.4333333333333333,0.0,0.3333333333333333,0.1338582677165354,0.5,0.0588235294117647,4,4,4,4,4,4,4.0
13657,0.1666666666666669,0.8527131782945736,0.7115341037842737,0.6819571865443426,0.1882510013351134,0.4516129032258065,0.2479919678714859,0.6774193548387096,0.4333333333333333,0.0,0.3333333333333333,0.0787401574803149,0.75,0.0,4,4,4,4,4,4,4.0
19053,0.8333333333333335,0.751937984496124,0.7912984364377974,0.7324159021406729,0.2723631508678237,0.4516129032258065,0.8975903614457832,0.4677419354838709,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.0433070866141732,0.5,0.0,3,2,2,2,2,3,2.0
6228,0.0,0.6201550387596899,0.5227736233854521,0.6529051987767585,0.2042723631508677,0.5161290322580645,0.1656626506024096,0.3225806451612903,0.0,0.9999999999999998,0.0,0.0905511811023622,1.0,0.0588235294117647,1,1,1,1,1,1,1.0
14942,0.1666666666666669,0.4961240310077519,0.6992975300249263,0.6865443425076453,0.2456608811748998,0.5161290322580645,0.7991967871485943,0.7258064516129031,0.4333333333333333,0.0,0.3333333333333333,0.0511811023622047,0.5,0.0588235294117647,4,4,3,3,4,4,4.0
15292,0.1666666666666669,0.6511627906976745,0.690006798096533,0.6834862385321101,0.1255006675567423,0.4838709677419355,0.4176706827309237,0.5806451612903226,0.4333333333333333,0.0,0.0,0.2125984251968504,0.5,0.1764705882352941,4,3,3,4,4,4,4.0
7420,0.0,0.3643410852713178,0.5424881033310673,0.7293577981651377,0.9425901201602136,0.6451612903225805,0.7911646586345381,0.2903225806451613,0.0,0.9999999999999998,0.0,0.1889763779527559,0.5,0.1764705882352941,1,1,1,1,1,1,1.0
20709,0.8333333333333335,0.2945736434108527,0.4194425560842964,0.6529051987767585,0.0680907877169559,0.4838709677419355,0.2208835341365461,0.4516129032258064,0.0666666666666666,0.2480620155038759,0.0,0.0629921259842519,0.25,0.0588235294117647,1,1,1,1,1,1,1.0
13757,0.1666666666666669,0.5658914728682171,0.5948334466349422,0.6330275229357799,0.089452603471295,0.4838709677419355,0.2319277108433735,0.8709677419354839,0.4333333333333333,0.0,0.3333333333333333,0.0118110236220472,0.75,0.0,2,4,3,3,3,3,3.0
7595,0.0,0.0,0.2037162927713573,0.6529051987767585,0.1522029372496662,0.8387096774193545,0.2399598393574297,0.3870967741935484,0.0,0.9999999999999998,0.0,0.2519685039370078,0.5,0.1764705882352941,1,2,1,1,1,1,1.0
14725,0.1666666666666669,0.5813953488372093,0.619306594153637,0.672782874617737,0.0934579439252336,0.4193548387096775,0.2439759036144578,0.7741935483870966,0.4333333333333333,0.0,0.3333333333333333,0.2913385826771653,0.5,0.2941176470588235,4,4,4,4,4,4,4.0
17154,0.3333333333333335,0.3875968992248062,0.5440743258554271,0.6146788990825689,0.0787716955941255,0.4193548387096775,0.2319277108433735,0.7096774193548386,0.0666666666666666,0.3720930232558138,1.0,0.0866141732283464,0.75,0.0,2,2,2,2,2,2,2.0
2515,0.1666666666666669,0.3875968992248062,0.4151370949467483,0.45565749235474,0.1882510013351134,0.5483870967741935,0.2640562248995984,0.1612903225806451,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0157480314960629,0.5,0.0,1,2,2,1,1,1,1.0
15049,0.1666666666666669,0.5891472868217054,0.6261046906866078,0.6330275229357799,0.4819759679572763,0.5161290322580645,0.8895582329317269,0.5967741935483871,0.4333333333333333,0.0,0.0,0.0354330708661417,1.0,0.0588235294117647,2,3,2,2,2,2,2.0
15279,0.1666666666666669,0.6976744186046512,0.7335146159075459,0.6712538226299695,0.1522029372496662,0.5161290322580645,0.4608433734939758,0.5645161290322581,0.4333333333333333,0.0,0.0,0.3622047244094488,0.5,0.2941176470588235,4,4,4,4,4,4,4.0
21629,0.8333333333333335,0.813953488372093,0.6784500339904826,0.6758409785932722,0.1522029372496662,0.5161290322580645,0.4839357429718876,0.5322580645161291,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.3622047244094488,1.0,0.2941176470588235,3,2,2,3,3,3,3.0
19178,0.8333333333333335,0.8449612403100775,0.7117607070020394,0.5657492354740061,0.0987983978638184,0.5161290322580645,0.2439759036144578,0.5161290322580646,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.0236220472440944,0.75,0.0,2,2,2,2,2,2,2.0
2861,0.3333333333333335,0.4496124031007752,0.472014502605937,0.691131498470948,0.9532710280373832,0.5483870967741935,0.2640562248995984,0.1935483870967741,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.2244094488188976,0.25,0.2941176470588235,2,1,1,2,2,2,2.0
12022,0.3333333333333335,0.0465116279069767,0.2066621346023113,0.5198776758409787,0.1615487316421895,0.6774193548387095,0.2791164658634538,0.1774193548387096,0.0333333333333333,0.9999999999999998,0.0,0.1062992125984252,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
17614,0.3333333333333335,0.6511627906976745,0.5445275322909585,0.680428134556575,0.0841121495327102,0.4193548387096775,0.2279116465863453,0.7419354838709676,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0196850393700787,1.0,0.0,2,2,2,1,2,2,2.0
13317,0.1666666666666669,0.5736434108527132,0.4856106956718785,0.6345565749235474,0.0734312416555407,0.4193548387096775,0.2008032128514056,0.7741935483870966,0.4333333333333333,0.0,0.0,0.6535433070866141,0.0,0.5294117647058824,4,4,4,4,4,4,4.0
19110,0.8333333333333335,0.5426356589147286,0.5762519827781555,0.6162079510703364,0.2349799732977303,0.4838709677419355,0.7399598393574297,0.5161290322580646,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.0669291338582677,1.0,0.0,1,2,2,1,2,1,2.0
15013,0.1666666666666669,0.8217054263565892,0.6775436211194199,0.555045871559633,0.089452603471295,0.5161290322580645,0.2008032128514056,0.7258064516129031,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,1.0,0.0588235294117647,4,3,3,3,4,4,3.0
