timestamp,position lat,position long,heart rate,cadence,distance,temperature,fractional cadence,enhanced speed,cycle length 16
2023-12-29T20:16:39.000Z,-0.297953,-78.460449,78,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:16:49.000Z,-0.297953,-78.460449,81,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:16:57.000Z,-0.297953,-78.460449,77,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:16:58.000Z,-0.297953,-78.460449,77,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:02.000Z,-0.297953,-78.460449,80,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:04.000Z,-0.297953,-78.460449,76,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:07.000Z,-0.297953,-78.460449,73,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:14.000Z,-0.297953,-78.460449,76,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:20.000Z,-0.297953,-78.460449,79,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:23.000Z,-0.297953,-78.460449,82,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:31.000Z,-0.297953,-78.460449,85,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:42.000Z,-0.297953,-78.460449,82,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:17:54.000Z,-0.297953,-78.460449,79,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:18:02.000Z,-0.297953,-78.460449,76,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:18:05.000Z,-0.297953,-78.460449,72,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:18:10.000Z,-0.297953,-78.460449,68,0,0.00,28,0.00,0.000,0.00
2023-12-29T20:18:13.000Z,-0.297953,-78.460449,65,0,0.10,28,0.00,0.000,0.00
2023-12-29T20:18:19.000Z,-0.297976,-78.460464,63,0,4.36,29,0.00,0.000,0.00
