time,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,distance_travelled,engine_load_value,altitude,id_vehicle,latitude,longitude,id_driver,heart_rate,body_temperature,current_weather,has_precipitation,is_day_time,temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed,accidents_time
14:20:07,,,,,,,,,2485.09985351563,4,-0.29777,-78.460718,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:08,,,,,,,,,,4,-0.29777,-78.460718,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:09,,,,,,,,,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:10,,886.0,,,99.0,,,24.7058823529412,2485.09985351563,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:11,0.0,884.0,,21.9607843137255,99.0,12.8,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:12,0.0,899.0,0.0,21.9607843137255,99.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,71.0,29.0,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:13,0.0,892.0,0.0,21.9607843137255,99.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:14,0.0,896.0,0.0,21.9607843137255,99.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:15,0.0,897.0,0.0,21.9607843137255,100.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:16,0.0,899.0,0.0,22.3529411764706,100.0,12.9,0.0,25.0980392156863,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:17,0.0,889.0,0.0,21.9607843137255,100.0,12.6,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:18,0.0,904.0,0.0,21.9607843137255,100.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:19,0.0,895.0,0.0,21.9607843137255,100.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:20,0.0,887.0,0.0,21.9607843137255,101.0,12.8,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:21,0.0,886.0,0.0,22.3529411764706,101.0,12.9,0.0,25.0980392156863,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:22,0.0,889.0,0.0,21.9607843137255,101.0,12.8,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:23,0.0,898.0,0.0,22.3529411764706,101.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:24,0.0,889.0,0.0,22.3529411764706,101.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:25,0.0,898.0,0.0,21.9607843137255,101.0,12.8,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:26,0.0,893.0,0.0,22.3529411764706,101.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:27,0.0,893.0,0.0,21.9607843137255,101.0,12.4,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
14:20:28,0.0,893.0,0.0,21.9607843137255,101.0,12.9,0.0,24.7058823529412,,4,-0.297772,-78.460717,4,,,Cloudy,False,True,25.4,23.5,45.0,50.0,16.1,4.0,91.0,9144.0,1014.9,0.0,9.0,70.0,0.0
