,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level
3944,16,15.0,2413.0,0.19,34.9,95.0,26.3,65.0,6,16.1,4.7,46.0,50.0,2.0,2
3945,16,15.0,2463.0,0.0,32.9,95.0,26.3,65.0,6,16.1,4.7,46.0,50.0,2.0,2
3946,16,15.0,2292.0,-0.45,29.8,95.0,26.3,65.0,6,16.1,4.7,46.0,50.0,2.0,2
3947,16,12.0,2032.0,-0.73,25.1,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3948,16,8.0,1434.0,-1.45,24.3,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3949,16,3.0,1400.0,-1.66,23.1,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3950,16,0.0,1287.0,-0.81,22.0,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3951,16,0.0,1166.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3952,16,0.0,1037.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3953,16,0.0,921.0,0.0,21.2,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3954,16,0.0,907.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3955,16,0.0,921.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,9.0,70.0,1.0,2
3956,16,0.0,915.0,0.0,21.2,95.0,26.3,65.0,6,16.1,4.7,9.0,70.0,1.0,2
3957,16,0.0,910.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3958,16,0.0,906.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3959,16,0.0,918.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3960,16,0.0,914.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3961,16,0.0,916.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3962,16,0.0,920.0,0.0,21.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3963,16,0.0,908.0,0.0,21.2,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3964,16,0.0,913.0,0.0,21.2,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3965,16,1.0,2313.0,0.0,76.9,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3966,16,3.0,2173.0,0.0,42.4,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3967,16,6.0,1725.0,0.77,29.8,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3968,16,4.0,1220.0,-0.79,26.3,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3969,16,1.0,1862.0,-1.19,32.5,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3970,16,2.0,2306.0,-0.25,48.6,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3971,16,3.0,2044.0,0.7,29.8,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3972,16,1.0,1718.0,-0.3,25.1,95.0,26.3,65.0,6,16.1,4.7,47.0,50.0,2.0,2
3973,16,2.0,2129.0,-0.47,72.2,95.0,26.3,68.0,6,16.1,4.7,47.0,50.0,2.0,2
3974,16,11.0,2412.0,1.23,78.0,95.0,26.3,68.0,6,16.1,4.7,47.0,50.0,2.0,2
3975,16,13.0,2153.0,1.05,36.9,95.0,26.3,68.0,6,16.1,4.7,9.0,70.0,1.0,1
3976,16,15.0,2439.0,0.47,37.6,95.0,26.3,68.0,6,16.1,4.7,9.0,70.0,1.0,1
3977,16,13.0,2145.0,-0.37,72.5,95.0,26.3,68.0,6,16.1,4.7,47.0,50.0,2.0,2
3978,16,16.0,2383.0,0.76,81.6,95.0,26.3,68.0,6,16.1,4.7,47.0,50.0,2.0,2
3979,16,20.0,2348.0,0.76,81.6,95.0,26.3,68.0,6,16.1,4.7,47.0,50.0,2.0,2
3980,16,21.0,1778.0,0.52,71.8,95.0,26.3,64.0,6,16.1,4.7,47.0,50.0,2.0,2
3981,16,23.0,1934.0,0.49,81.6,95.0,26.3,64.0,6,16.1,4.7,47.0,50.0,2.0,2
3982,16,25.0,2110.0,0.51,82.0,95.0,26.3,64.0,6,16.1,4.7,47.0,50.0,2.0,2
3983,16,27.0,2234.0,0.48,82.0,95.0,26.3,64.0,6,16.1,4.7,48.0,50.0,2.0,2
3984,16,29.0,2357.0,0.48,82.0,95.0,26.3,64.0,6,16.1,4.7,49.0,50.0,2.0,2
3985,16,30.0,2502.0,0.58,82.0,95.0,26.3,64.0,6,16.1,4.7,50.0,50.0,2.0,2
3986,16,31.0,2594.0,0.49,61.2,95.0,26.3,64.0,6,16.1,4.7,49.0,50.0,2.0,2
3987,16,32.0,2585.0,0.24,39.2,95.0,26.3,65.0,6,16.1,4.7,50.0,50.0,1.0,2
3988,16,31.0,2551.0,-0.26,38.8,95.0,26.3,65.0,6,16.1,4.7,28.0,50.0,1.0,1
3989,16,30.0,2536.0,-0.77,38.4,95.0,26.3,65.0,6,16.1,4.7,29.0,50.0,1.0,1
3990,16,28.0,2277.0,-1.27,27.5,95.0,26.3,65.0,6,16.1,4.7,26.0,50.0,1.0,1
3991,16,23.0,1952.0,-1.49,25.1,95.0,26.3,65.0,6,16.1,4.7,23.0,70.0,1.0,1
3992,16,18.0,1554.0,-0.8,29.8,95.0,26.3,65.0,6,16.1,4.7,23.0,70.0,1.0,1
3993,16,13.0,1117.0,-1.26,29.8,95.0,26.3,65.0,6,16.1,4.7,23.0,70.0,1.0,2
3994,16,15.0,1222.0,1.26,63.9,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,2
3995,16,22.0,1748.0,1.26,71.8,95.0,26.3,67.0,6,16.1,4.7,9.0,70.0,1.0,1
3996,16,26.0,1524.0,1.24,23.9,95.0,26.3,67.0,6,16.1,4.7,9.0,70.0,1.0,1
3997,16,31.0,1600.0,1.25,22.7,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,1
3998,16,34.0,1745.0,0.77,23.5,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,1
3999,16,35.0,1766.0,0.0,23.9,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,1
4000,16,33.0,1759.0,-0.87,23.9,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,1
4001,16,30.0,1528.0,-1.07,22.7,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,1
4002,16,28.0,1386.0,-1.06,22.4,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,2
4003,16,23.0,1197.0,-1.53,30.2,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,2
4004,16,17.0,1075.0,-1.78,23.9,95.0,26.3,67.0,6,16.1,4.7,24.0,70.0,1.0,2
4005,16,11.0,1010.0,-1.95,23.5,95.0,26.3,69.0,6,16.1,4.7,24.0,70.0,1.0,2
4006,16,7.0,944.0,0.0,23.1,95.0,26.3,69.0,6,16.1,4.7,24.0,70.0,1.0,2
4007,16,8.0,992.0,0.0,28.2,95.0,26.3,69.0,6,16.1,4.7,24.0,70.0,1.0,2
4008,16,9.0,1922.0,1.45,65.1,95.0,26.3,69.0,6,16.1,4.7,25.0,70.0,1.0,1
4009,16,17.0,2811.0,1.45,81.2,95.0,26.3,69.0,6,16.1,4.7,25.0,70.0,1.0,1
4010,16,19.0,2810.0,0.99,44.3,95.0,26.3,69.0,6,16.1,4.7,25.0,70.0,1.0,1
4011,16,22.0,2549.0,1.19,72.5,95.0,26.3,68.0,6,16.1,4.7,25.0,70.0,1.0,1
4012,16,26.0,2685.0,1.19,81.6,95.0,26.3,68.0,6,16.1,4.7,29.0,70.0,1.0,1
4013,16,30.0,2712.0,1.1,82.0,95.0,26.3,68.0,6,16.1,4.7,28.0,70.0,1.0,1
4014,16,35.0,2887.0,1.13,82.0,95.0,26.3,68.0,6,16.1,4.7,29.0,70.0,1.0,1
4015,16,37.0,3074.0,0.76,82.0,95.0,26.3,68.0,6,16.1,4.7,9.0,70.0,1.0,2
4016,16,37.0,2767.0,-0.26,61.2,95.0,26.3,69.0,6,16.1,4.7,9.0,70.0,1.0,1
4017,16,38.0,2433.0,0.26,81.2,95.0,26.3,69.0,6,16.1,4.7,71.0,50.0,1.0,2
4018,16,40.0,2231.0,0.4,82.0,95.0,26.3,69.0,6,16.1,4.7,69.0,50.0,1.0,2
4019,16,42.0,2148.0,0.41,82.0,95.0,26.3,69.0,6,16.1,4.7,69.0,50.0,1.0,2
4020,16,44.0,2239.0,0.5,82.0,95.0,26.3,71.0,6,16.1,4.7,68.0,50.0,1.0,2
4021,16,45.0,2305.0,0.25,82.0,95.0,26.3,71.0,6,16.1,4.7,67.0,50.0,1.0,2
4022,16,47.0,2391.0,0.51,82.0,95.0,26.3,71.0,6,16.1,4.7,68.0,50.0,1.0,2
4023,16,49.0,2478.0,0.5,82.0,95.0,26.3,71.0,6,16.1,4.7,69.0,50.0,1.0,2
4024,16,49.0,2509.0,0.0,72.2,95.0,26.3,74.0,6,16.1,4.7,69.0,70.0,1.0,2
4025,16,49.0,2484.0,-0.22,48.6,95.0,26.3,74.0,6,16.1,4.7,69.0,70.0,1.0,2
4026,16,50.0,2520.0,0.47,62.7,95.0,26.3,73.0,6,16.1,4.7,69.0,70.0,1.0,2
4027,16,50.0,2527.0,-0.26,34.5,95.0,26.3,73.0,6,16.1,4.7,67.0,70.0,1.0,2
4028,16,48.0,2458.0,-0.5,37.3,95.0,26.3,73.0,6,16.1,4.7,61.0,70.0,1.0,2
4029,16,48.0,2459.0,-0.25,36.9,95.0,26.3,73.0,6,16.1,4.7,61.0,70.0,1.0,2
4030,16,48.0,2431.0,-0.46,32.5,95.0,26.3,72.0,6,16.1,4.7,61.0,70.0,1.0,2
4031,16,47.0,2382.0,-0.43,49.4,95.0,26.3,71.0,6,16.1,4.7,64.0,90.0,1.0,2
4032,16,47.0,2394.0,0.19,37.6,95.0,26.3,71.0,6,16.1,4.7,63.0,90.0,1.0,2
4033,16,47.0,2406.0,0.0,38.8,95.0,26.3,71.0,6,16.1,4.7,63.0,90.0,1.0,2
4034,16,46.0,2346.0,-0.16,46.7,95.0,26.3,71.0,6,16.1,4.7,62.0,90.0,1.0,2
4035,16,47.0,2416.0,-0.19,80.8,95.0,26.3,72.0,6,16.1,4.7,9.0,70.0,1.0,1
4036,16,48.0,2454.0,0.25,81.6,95.0,26.3,72.0,6,16.1,4.7,9.0,70.0,1.0,1
4037,16,48.0,2459.0,0.0,38.8,95.0,26.3,72.0,6,16.1,4.7,61.0,90.0,1.0,2
4038,16,49.0,2478.0,0.0,39.6,95.0,26.3,72.0,6,16.1,4.7,63.0,90.0,1.0,2
4039,16,50.0,2548.0,0.23,70.6,95.0,26.3,71.0,6,16.1,4.7,66.0,90.0,1.0,2
4040,16,50.0,2541.0,-0.22,37.6,95.0,26.3,71.0,6,16.1,4.7,66.0,90.0,0.0,1
4041,16,48.0,2521.0,-0.5,36.9,95.0,26.3,71.0,6,16.1,4.7,66.0,90.0,0.0,1
4042,16,49.0,2484.0,-0.23,58.8,95.0,26.3,71.0,6,16.1,4.7,66.0,90.0,0.0,1
4043,16,50.0,2550.0,0.24,80.8,95.0,26.3,70.0,6,16.1,4.7,66.0,90.0,0.0,1
4044,16,50.0,2578.0,0.0,41.6,95.0,26.3,70.0,6,16.1,4.7,26.0,90.0,0.0,1
4045,16,52.0,2615.0,0.25,73.7,95.0,26.3,70.0,6,16.1,4.7,25.0,90.0,0.0,1
4046,16,53.0,2692.0,0.24,64.3,95.0,26.3,68.0,6,16.1,4.7,23.0,90.0,0.0,1
4047,16,55.0,2775.0,0.28,81.2,95.0,26.3,68.0,6,16.1,4.7,29.0,90.0,0.0,1
4048,16,57.0,2863.0,0.26,80.4,95.0,26.3,68.0,6,16.1,4.7,30.0,90.0,0.0,1
4049,16,59.0,2962.0,0.47,82.0,95.0,26.3,64.0,6,16.1,4.7,30.0,90.0,0.0,1
4050,16,59.0,3030.0,0.0,78.4,95.0,26.3,64.0,6,16.1,4.7,29.0,90.0,0.0,2
4051,16,61.0,3115.0,0.24,73.7,95.0,26.3,63.0,6,16.1,4.7,27.0,90.0,0.0,2
4052,16,61.0,3169.0,0.0,34.1,95.0,26.3,63.0,6,16.1,4.7,26.0,90.0,0.0,2
4053,16,60.0,2782.0,-0.15,78.4,95.0,26.3,63.0,6,16.1,4.7,27.0,90.0,0.0,1
4054,16,61.0,2714.0,-0.14,82.0,95.0,26.3,64.0,6,16.1,4.7,26.0,90.0,0.0,1
4055,16,62.0,2398.0,0.26,82.0,95.0,26.3,64.0,6,16.1,4.7,9.0,70.0,1.0,1
4056,16,62.0,2250.0,0.0,82.0,95.0,26.3,64.0,6,16.1,4.7,9.0,70.0,1.0,1
4057,16,63.0,2263.0,0.0,82.0,95.0,26.3,66.0,6,16.1,4.7,32.0,90.0,0.0,1
4058,16,63.0,2280.0,0.18,82.0,95.0,26.3,66.0,6,16.1,4.7,29.0,90.0,0.0,1
4059,16,63.0,2298.0,0.0,82.0,95.0,26.3,66.0,6,16.1,4.7,28.0,90.0,0.0,1
4060,16,64.0,2308.0,0.23,82.0,95.0,26.3,66.0,6,16.1,4.7,30.0,90.0,0.0,1
4061,16,64.0,2309.0,-0.25,82.0,95.0,26.3,65.0,6,16.1,4.7,29.0,90.0,0.0,1
4062,16,62.0,2268.0,-0.51,56.9,95.0,26.3,65.0,6,16.1,4.7,30.0,90.0,0.0,1
4063,16,62.0,2255.0,-0.24,78.8,95.0,26.3,65.0,6,16.1,4.7,30.0,90.0,0.0,1
4064,16,61.0,2215.0,-0.46,33.3,95.0,26.3,65.0,6,16.1,4.7,26.0,90.0,0.0,1
4065,16,60.0,2154.0,-0.5,33.7,95.0,26.3,66.0,6,16.1,4.7,28.0,90.0,0.0,1
4066,16,58.0,2100.0,-0.59,50.2,95.0,26.3,66.0,6,16.1,4.7,28.0,90.0,0.0,1
4067,16,57.0,2101.0,-0.5,34.9,95.0,26.3,66.0,6,16.1,4.7,29.0,90.0,0.0,1
4068,16,54.0,1979.0,-1.01,25.1,95.0,26.3,66.0,6,16.1,4.7,30.0,90.0,0.0,1
4069,16,51.0,1885.0,-0.78,40.8,95.0,26.3,66.0,6,16.1,4.7,29.0,90.0,0.0,1
4070,16,50.0,1855.0,-0.98,23.9,95.0,26.3,66.0,6,16.1,4.7,31.0,90.0,0.0,1
4071,16,47.0,1720.0,-0.73,26.3,95.0,26.3,66.0,6,16.1,4.7,25.0,90.0,0.0,1
4072,16,45.0,1647.0,-0.39,40.8,95.0,26.3,66.0,6,16.1,4.7,25.0,90.0,0.0,1
4073,16,44.0,2375.0,-0.42,73.3,95.0,26.3,65.0,6,16.1,4.7,25.0,90.0,0.0,1
4074,16,45.0,2496.0,-0.14,80.8,95.0,26.3,65.0,6,16.1,4.7,24.0,90.0,0.0,1
4075,16,47.0,2412.0,0.37,82.0,95.0,26.3,65.0,6,16.1,4.7,9.0,70.0,1.0,1
4076,16,49.0,2498.0,0.52,82.0,95.0,26.3,65.0,6,16.1,4.7,9.0,70.0,1.0,1
4077,16,50.0,2538.0,0.25,44.7,95.0,26.3,65.0,6,16.1,4.7,22.0,90.0,0.0,1
4078,16,51.0,2561.0,0.24,71.4,95.0,26.3,65.0,6,16.1,4.7,17.0,90.0,0.0,1
4079,16,51.0,2637.0,0.0,76.1,95.0,26.3,65.0,6,16.1,4.7,17.0,90.0,0.0,1
4080,16,54.0,2749.0,0.53,81.6,95.0,26.3,65.0,6,16.1,4.7,22.0,90.0,0.0,1
4081,16,55.0,2808.0,0.26,82.0,95.0,26.3,65.0,6,16.1,4.7,23.0,90.0,0.0,1
4082,16,55.0,2889.0,0.0,37.3,95.0,26.3,65.0,6,16.1,4.7,22.0,90.0,0.0,1
4083,16,54.0,2655.0,-0.2,27.5,95.0,26.3,65.0,6,16.1,4.7,22.0,90.0,0.0,1
4084,16,56.0,2033.0,0.0,67.1,95.0,26.3,66.0,6,16.1,4.7,22.0,90.0,0.0,1
4085,16,58.0,2109.0,0.48,81.6,95.0,26.3,66.0,6,16.1,4.7,22.0,90.0,0.0,1
4086,16,60.0,2159.0,0.5,82.0,95.0,26.3,66.0,6,16.1,4.7,22.0,90.0,0.0,1
4087,16,60.0,2173.0,-0.25,32.2,95.0,26.3,66.0,6,16.1,4.7,19.0,90.0,0.0,1
4088,16,60.0,2161.0,-0.26,61.6,95.0,26.3,66.0,6,16.1,4.7,19.0,70.0,0.0,1
4089,16,61.0,2219.0,0.27,77.3,95.0,26.3,66.0,6,16.1,4.7,19.0,70.0,0.0,1
4090,16,62.0,2235.0,0.2,36.9,95.0,26.3,67.0,6,16.1,4.7,18.0,70.0,0.0,1
4091,16,63.0,2274.0,0.2,47.8,95.0,26.3,67.0,6,16.1,4.7,18.0,70.0,0.0,1
4092,16,66.0,2380.0,0.37,81.6,95.0,26.3,67.0,6,16.1,4.7,14.0,70.0,0.0,1
4093,16,66.0,2381.0,0.39,26.3,95.0,26.3,67.0,6,16.1,4.7,14.0,90.0,0.0,1
4094,16,66.0,2378.0,-0.17,26.3,95.0,26.3,67.0,6,16.1,4.7,14.0,90.0,0.0,1
4095,16,66.0,2401.0,0.26,36.1,95.0,26.3,67.0,6,16.1,4.7,9.0,70.0,1.0,1
4096,16,68.0,2456.0,0.24,43.5,95.0,26.3,70.0,6,16.1,4.7,9.0,70.0,1.0,1
4097,16,69.0,2511.0,0.28,37.3,95.0,26.3,70.0,6,16.1,4.7,10.0,70.0,0.0,1
4098,16,70.0,2522.0,0.25,33.3,95.0,26.3,67.0,6,16.1,4.7,9.0,70.0,0.0,1
4099,16,71.0,2583.0,0.2,41.2,95.0,26.3,68.0,6,16.1,4.7,10.0,70.0,0.0,1
4100,16,73.0,2637.0,0.37,39.6,95.0,26.3,68.0,6,16.1,4.7,10.0,90.0,0.0,1
4101,16,75.0,2711.0,0.27,47.1,95.0,26.3,68.0,6,16.1,4.7,9.0,90.0,0.0,1
4102,16,77.0,2771.0,0.27,34.1,95.0,26.3,67.0,6,16.1,4.7,8.0,90.0,0.0,1
4103,16,77.0,2727.0,0.0,31.0,95.0,26.3,67.0,6,16.1,4.7,6.0,90.0,0.0,1
4104,16,79.0,2301.0,0.0,66.7,95.0,26.3,67.0,6,16.1,4.7,5.0,90.0,0.0,1
4105,16,80.0,2296.0,0.25,37.3,95.0,26.3,70.0,6,16.1,4.7,5.0,90.0,0.0,1
4106,16,80.0,2322.0,0.0,26.3,95.0,26.3,70.0,6,16.1,4.7,3.0,90.0,0.0,1
4107,16,82.0,2346.0,0.0,67.8,95.0,26.3,70.0,6,16.1,4.7,3.0,90.0,0.0,1
4108,16,84.0,2487.0,0.4,80.8,95.0,26.3,70.0,6,16.1,4.7,5.0,90.0,0.0,1
4109,16,86.0,2469.0,0.49,80.8,95.0,26.3,70.0,6,16.1,4.7,5.0,90.0,0.0,1
4110,16,87.0,2501.0,0.26,81.6,95.0,26.3,72.0,6,16.1,4.7,5.0,90.0,0.0,1
4111,16,87.0,2526.0,0.0,47.5,95.0,26.3,72.0,6,16.1,4.7,5.0,90.0,0.0,1
4112,16,89.0,2545.0,0.21,71.8,95.0,26.3,72.0,6,16.1,4.7,5.0,90.0,0.0,1
4113,16,90.0,2606.0,0.44,81.6,95.0,26.3,73.0,6,16.1,4.7,4.0,90.0,0.0,1
4114,16,91.0,2628.0,0.32,27.1,95.0,26.3,73.0,6,16.1,4.7,5.0,90.0,0.0,1
4115,16,91.0,2601.0,-0.94,27.5,95.0,26.3,73.0,6,16.1,4.7,9.0,70.0,1.0,2
4116,16,90.0,2533.0,-0.94,27.1,95.0,26.3,71.0,6,16.1,4.7,9.0,70.0,1.0,2
4117,16,85.0,2449.0,-1.21,26.7,95.0,26.3,71.0,6,16.1,4.7,5.0,90.0,0.0,1
4118,16,83.0,2409.0,-0.93,26.7,95.0,26.3,71.0,6,16.1,4.7,6.0,90.0,0.0,1
4119,16,79.0,2291.0,-1.36,26.3,95.0,26.3,68.0,6,16.1,4.7,9.0,90.0,0.0,1
4120,16,77.0,2189.0,-1.0,25.9,95.0,26.3,65.0,6,16.1,4.7,9.0,90.0,0.0,1
4121,16,75.0,2143.0,-0.48,51.8,95.0,26.3,65.0,6,16.1,4.7,10.0,90.0,0.0,1
4122,16,76.0,2230.0,0.25,80.0,95.0,26.3,65.0,6,16.1,4.7,10.0,90.0,0.0,1
4123,16,78.0,2293.0,0.48,82.0,95.0,26.3,65.0,6,16.1,4.7,11.0,90.0,0.0,1
4124,16,78.0,2240.0,0.19,32.9,95.0,26.3,65.0,6,16.1,4.7,12.0,90.0,0.0,1
4125,16,79.0,2260.0,0.0,36.1,95.0,26.3,64.0,6,16.1,4.7,12.0,90.0,0.0,1
4126,16,79.0,2271.0,0.0,35.3,95.0,26.3,64.0,6,16.1,4.7,10.0,90.0,1.0,1
4127,16,79.0,2260.0,-0.25,26.7,95.0,26.3,64.0,6,16.1,4.7,11.0,90.0,1.0,1
4128,16,78.0,2236.0,-0.53,37.3,95.0,26.3,64.0,6,16.1,4.7,21.0,90.0,1.0,1
4129,16,78.0,2253.0,0.25,75.3,95.0,26.3,64.0,6,16.1,4.7,21.0,90.0,1.0,1
4130,16,79.0,2256.0,0.0,26.3,95.0,26.3,64.0,6,16.1,4.7,20.0,90.0,1.0,1
4131,16,78.0,2244.0,-0.26,25.9,95.0,26.3,64.0,6,16.1,4.7,21.0,90.0,1.0,1
4132,16,77.0,2209.0,-0.18,35.7,95.0,26.3,64.0,6,16.1,4.7,20.0,90.0,1.0,1
4133,16,77.0,2215.0,-0.15,37.6,95.0,26.3,64.0,6,16.1,4.7,19.0,90.0,1.0,1
4134,16,76.0,2169.0,-0.35,26.3,95.0,26.3,65.0,6,16.1,4.7,18.0,90.0,1.0,1
4135,16,75.0,2148.0,-0.45,26.3,95.0,26.3,65.0,6,16.1,4.7,19.0,90.0,1.0,1
4136,16,74.0,2136.0,-0.53,59.2,95.0,26.3,65.0,6,16.1,4.7,20.0,90.0,1.0,1
4137,16,75.0,2153.0,0.27,41.6,95.0,26.3,64.0,6,16.1,4.7,17.0,90.0,1.0,1
4138,16,76.0,2182.0,0.26,68.6,95.0,26.3,64.0,6,16.1,4.7,19.0,90.0,1.0,1
4139,16,77.0,2205.0,0.24,75.7,95.0,26.3,64.0,6,16.1,4.7,19.0,90.0,1.0,1
4140,16,77.0,2203.0,-0.2,25.9,95.0,26.3,65.0,6,16.1,4.7,21.0,90.0,1.0,1
4141,16,76.0,2179.0,-0.48,25.9,95.0,26.3,65.0,6,16.1,4.7,21.0,80.0,0.0,1
4142,16,75.0,2166.0,-0.49,38.0,95.0,26.3,65.0,6,16.1,4.7,20.0,80.0,0.0,1
4143,16,76.0,2185.0,0.26,63.1,95.0,26.3,66.0,6,16.1,4.7,20.0,80.0,0.0,1
4144,16,76.0,2184.0,-0.25,38.8,95.0,26.3,66.0,6,16.1,4.7,20.0,80.0,0.0,1
4145,16,76.0,2190.0,-0.25,46.7,95.0,26.3,66.0,6,16.1,4.7,19.0,80.0,0.0,1
4146,16,73.0,2147.0,-0.78,25.9,95.0,26.3,65.0,6,16.1,4.7,19.0,80.0,0.0,1
4147,16,72.0,2071.0,-0.79,25.5,95.0,26.3,65.0,6,16.1,4.7,12.0,80.0,0.0,1
4148,16,68.0,1967.0,-0.77,25.1,95.0,26.3,65.0,6,16.1,4.7,13.0,80.0,0.0,1
4149,16,68.0,2004.0,-0.37,36.9,95.0,26.3,63.0,6,16.1,4.7,14.0,80.0,0.0,1
4150,16,68.0,1959.0,0.0,33.7,95.0,26.3,63.0,6,16.1,4.7,16.0,80.0,0.0,1
4151,16,69.0,1992.0,0.0,61.6,95.0,26.3,63.0,6,16.1,4.7,17.0,80.0,0.0,1
4152,16,69.0,2018.0,-0.18,25.1,95.0,26.3,61.0,6,16.1,4.7,17.0,80.0,0.0,1
4153,16,68.0,1980.0,-0.16,25.1,95.0,26.3,61.0,6,16.1,4.7,17.0,90.0,0.0,1
4154,16,67.0,1929.0,-0.56,25.1,95.0,26.3,61.0,6,16.1,4.7,18.0,90.0,0.0,1
4155,16,65.0,1859.0,-0.75,24.7,95.0,26.3,60.0,6,16.1,4.7,19.0,90.0,0.0,1
4156,16,63.0,1843.0,-0.47,38.8,95.0,26.3,60.0,6,16.1,4.7,18.0,90.0,0.0,1
4157,16,64.0,1836.0,-0.19,71.4,95.0,26.3,60.0,6,16.1,4.7,18.0,90.0,0.0,1
4158,16,65.0,1890.0,0.24,78.8,95.0,26.3,59.0,6,16.1,4.7,16.0,80.0,0.0,2
4159,16,66.0,1913.0,0.25,81.6,95.0,26.3,59.0,6,16.1,4.7,15.0,80.0,0.0,2
4160,16,68.0,1960.0,0.29,82.0,95.0,26.3,59.0,6,16.1,4.7,13.0,80.0,0.0,2
4161,16,69.0,1999.0,0.25,82.0,95.0,26.3,56.0,6,16.1,4.7,12.0,80.0,0.0,2
4162,16,70.0,2033.0,0.54,82.0,95.0,26.3,56.0,6,16.1,4.7,12.0,80.0,0.0,2
4163,16,71.0,2059.0,0.26,82.0,95.0,26.3,59.0,6,16.1,4.7,12.0,90.0,0.0,2
4164,16,73.0,2099.0,0.29,82.0,95.0,26.3,59.0,6,16.1,4.7,12.0,90.0,0.0,2
4165,16,74.0,2134.0,0.27,82.0,95.0,26.3,59.0,6,16.1,4.7,13.0,90.0,0.0,2
4166,16,75.0,2157.0,0.24,82.0,95.0,26.3,59.0,6,16.1,4.7,14.0,90.0,0.0,2
4167,16,76.0,2196.0,0.24,82.0,95.0,26.3,59.0,6,16.1,4.7,13.0,80.0,0.0,2
4168,16,78.0,2241.0,0.23,82.0,95.0,26.3,59.0,6,16.1,4.7,12.0,80.0,0.0,2
4169,16,79.0,2270.0,0.26,79.2,95.0,26.3,59.0,6,16.1,4.7,10.0,80.0,0.0,2
4170,16,80.0,2308.0,0.24,80.0,95.0,26.3,59.0,6,16.1,4.7,9.0,80.0,0.0,2
4171,16,81.0,2325.0,0.23,26.3,95.0,26.3,59.0,6,16.1,4.7,7.0,80.0,0.0,2
4172,16,80.0,2300.0,-0.27,26.3,95.0,26.3,59.0,6,16.1,4.7,6.0,80.0,0.0,1
4173,16,79.0,2356.0,-0.27,44.3,95.0,26.3,61.0,6,16.1,4.7,6.0,80.0,0.0,1
4174,16,80.0,2302.0,0.16,25.9,95.0,26.3,61.0,6,16.1,4.7,5.0,80.0,0.0,1
4175,16,80.0,2287.0,-0.23,26.3,95.0,26.3,61.0,6,16.1,4.7,4.0,90.0,0.0,1
4176,16,79.0,2273.0,-0.24,25.9,95.0,26.3,64.0,6,16.1,4.7,4.0,90.0,0.0,1
4177,16,79.0,2262.0,-0.24,25.9,95.0,26.3,64.0,6,16.1,4.7,6.0,80.0,0.0,1
4178,16,79.0,2260.0,0.0,25.9,95.0,26.3,64.0,6,16.1,4.7,7.0,80.0,0.0,1
4179,16,78.0,2257.0,-0.25,25.9,95.0,26.3,66.0,6,16.1,4.7,7.0,80.0,0.0,1
4180,16,80.0,2300.0,0.26,60.0,95.0,26.3,66.0,6,16.1,4.7,7.0,80.0,0.0,1
4181,16,82.0,2318.0,0.43,36.1,95.0,26.3,66.0,6,16.1,4.7,7.0,90.0,0.0,1
